host,problem,function,dimension,instance,seed,action,baseline_best,first_f,best_h1,best_h10,best_h50,best_h100
cma,bbob_f014_i75_d05,14,5,75,0,contract,-127.2272814083924,-126.83664866554524,-127.2272814083924,-127.2272814083924,-127.37641865592919,-127.60534441065316
cma,bbob_f014_i75_d05,14,5,75,0,contract_clip,-127.2272814083924,-126.83664866554524,-127.2272814083924,-127.2272814083924,-127.37641865592919,-127.60534441065316
cma,bbob_f014_i75_d05,14,5,75,1,pass,-123.72300433563154,-122.43855556350873,-123.72300433563154,-124.36891919966058,-126.40578026838543,-127.33438300835836
cma,bbob_f014_i75_d05,14,5,75,1,contract,-123.72300433563154,-123.00919980267983,-123.72300433563154,-123.72300433563154,-125.43975707068675,-127.30975325055962
cma,bbob_f014_i75_d05,14,5,75,1,contract_clip,-123.72300433563154,-122.93961031651102,-123.72300433563154,-123.72300433563154,-126.24226260440209,-127.4372499572471
cma,bbob_f014_i76_d05,14,5,76,0,pass,-34.824922059165026,-33.260297261173164,-34.824922059165026,-35.010299018320275,-36.35931697283698,-36.47605450185582
cma,bbob_f014_i76_d05,14,5,76,0,contract,-34.824922059165026,-34.099527778632584,-34.824922059165026,-34.87454850880527,-36.34428335878649,-36.34428335878649
cma,bbob_f014_i76_d05,14,5,76,0,contract_clip,-34.824922059165026,-34.099527778632584,-34.824922059165026,-34.87454850880527,-36.34428335878649,-36.34428335878649
cma,bbob_f014_i76_d05,14,5,76,1,pass,-35.64902064229857,-33.335713124201604,-35.64902064229857,-35.64902064229857,-36.23297315564125,-36.381821413744035
cma,bbob_f014_i76_d05,14,5,76,1,contract,-35.64902064229857,-35.12515193912526,-35.64902064229857,-35.88909930211188,-36.21111044529746,-36.442569300855894
cma,bbob_f014_i76_d05,14,5,76,1,contract_clip,-35.64902064229857,-35.076040999494644,-35.64902064229857,-35.909875765522195,-36.217292316340966,-36.43603376197802
cma,bbob_f015_i75_d05,15,5,75,0,pass,-55.4700235672546,-58.99851267619142,-58.99851267619142,-58.99851267619142,-71.13150614002124,-79.99069233217234
cma,bbob_f015_i75_d05,15,5,75,0,contract,-55.4700235672546,-47.598048931631,-55.4700235672546,-55.4700235672546,-60.77166517105057,-69.07500793725856
cma,bbob_f015_i75_d05,15,5,75,0,contract_clip,-55.4700235672546,-47.598048931631,-55.4700235672546,-55.4700235672546,-60.77166517105057,-69.07500793725856
cma,bbob_f015_i75_d05,15,5,75,1,pass,-55.066036953682406,-19.719579484215018,-55.066036953682406,-55.066036953682406,-61.52260525065982,-62.565397138142345
cma,bbob_f015_i75_d05,15,5,75,1,contract,-55.066036953682406,-1.5809453672934666,-55.066036953682406,-55.066036953682406,-69.23372690216209,-69.23372690216209
cma,bbob_f015_i75_d05,15,5,75,1,contract_clip,-55.066036953682406,-15.056806001382341,-55.066036953682406,-55.066036953682406,-72.79078675673345,-72.79078675673345
